title,content,user_id,event_date,status,city_state,venue,map_url,tickets_url,featured_image_url
Barnhill Vineyards - Dark Desert Highway,"We are honored to play a wonderful outdoor event in Anna, TX. Bringing you a night of the Eagles with a special group of musicians putting this together

Come catch us at the Barnhill Vineyards for “<strong> BEAUTIFUL SUNSETS… FANTASTIC LIVE MUSIC… &amp; WIDE OPEN SKIES</strong>”

Click on their website for more information, it’s a bring your own seating event complete with more than just live music for entertainment.

Wine, food, games and more! Tickets start at $19, available on their site.",1,2026-03-27 19:00:49,publish,"Anna, TX",Barnhill Vineyards,"https://www.google.com/maps/place/BarnHill+Vineyard/@33.3445797,-96.4790958,17z/data=!3m1!4b1!4m5!3m4!1s0x864c74169868c33d:0x5a23810c11e3df8!8m2!3d33.3446118!4d-96.4769174",https://www.eventbrite.com/o/barnhill-vineyards-16682771628,2025/07/DDH.jpeg
Oakmont Country Club - Solo Acoustic,"Live Music Friday Night Out at Oakmont, enjoy some background music early on, then it gets a little crazier later in the night - great times, great people!
Awesome food, service, and fun people - come join us!",1,2025-12-05 18:00:41,publish,"Corinth, TX",Oakmont Country Club,"https://www.google.com/maps/place/Oakmont+Country+Club/@33.1512057,-97.090905,17z/data=!3m1!4b1!4m5!3m4!1s0x864c334dbd2dd387:0x85ae78bb3b829717!8m2!3d33.1512057!4d-97.0887163",,2021/06/markmoss_logo.png
The Revel - DBX,"Get ready for some awesome classic rock at the Revel

DBX - our tribute to the music of Boston

We'll be performing with Double Vision and both bands playing songs you'll know by heart, get out and sing along!

Doors typically open at 8pm, show at 9pm",1,2025-11-15 21:00:36,publish,"Frisco, TX",The Revel,"https://www.google.com/maps/place/The+Revel+Patio+Grill/@33.1552065,-96.806599,17z/data=!3m2!4b1!5s0x864c3c25a2d33eb5:0x35e2b6672b26665f!4m5!3m4!1s0x864c3c25a2d53125:0xd1867e19c548a1cf!8m2!3d33.1552065!4d-96.8044103",,2023/10/Hub121-Post-Gig.jpeg
Oakmont Country Club - Solo Acoustic,"Live Music Friday Night Out at Oakmont, enjoy some background music early on, then it gets a little crazier later in the night - great times, great people!
Awesome food, service, and fun people - come join us!",1,2025-11-07 18:00:57,publish,"Corinth, TX",Oakmont Country Club,"https://www.google.com/maps/place/Oakmont+Country+Club/@33.1512057,-97.090905,17z/data=!3m1!4b1!4m5!3m4!1s0x864c334dbd2dd387:0x85ae78bb3b829717!8m2!3d33.1512057!4d-97.0887163",,2021/06/markmoss_logo.png
DeepRoots Vineyards - DBX,"We will be bringing the iconic music of Boston to the countryside, some wine, beautiful sunsets, maybe even some horses!",1,2025-11-01 19:00:10,publish,"Plantersville, TX",DeepRoots Vineyards,"https://www.google.com/maps/place/DeepRoots+Vineyards%2FBrewery/@30.2962238,-95.847335,1317m/data=!3m2!1e3!4b1!4m6!3m5!1s0x8646db2b9abe1f61:0x6c0fee315e9d1fce!8m2!3d30.2962192!4d-95.8447547!16s%2Fg%2F11rgls9shc?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,2025/05/DeepRoots.jpg
Barnhill Vineyards - DBX,"We are honored to play a wonderful outdoor event in Anna, TX.

Come catch us at the Barnhill Vineyards for “<strong> BEAUTIFUL SUNSETS… FANTASTIC LIVE MUSIC… &amp; WIDE OPEN SKIES</strong>”

Click on their website for more information, it’s a bring your own seating event complete with more than just live music for entertainment.

Wine, food, games and more! Tickets start at $19, available on their site.",1,2025-10-18 19:30:06,publish,"Anna, TX",Barnhill Vineyards,"https://www.google.com/maps/place/BarnHill+Vineyard/@33.3445797,-96.4790958,17z/data=!3m1!4b1!4m5!3m4!1s0x864c74169868c33d:0x5a23810c11e3df8!8m2!3d33.3446118!4d-96.4769174",https://www.eventbrite.com/o/barnhill-vineyards-16682771628,2022/12/DBX-Logo.jpg
Hippie Hoedown - Zep Unplugged,"If you're looking for a weekend getaway complete with music, festivities, kayaking and more outdoor fun, this is the place to BE!

Music all day, benefit charity People Feeding People - come join us, music all day, all night.",1,2025-10-04 12:00:47,publish,"Millsap, TX",Brazos Camp and Kayak,"https://www.google.com/maps/place/Brazos+Outdoor+Center/@32.2710054,-97.6665129,271m/data=!3m1!1e3!4m9!3m8!1s0x864e2f0ffcd0ed9d:0xe71c66c4651d2b56!5m2!4m1!1i2!8m2!3d32.2712194!4d-97.6665647!16s%2Fg%2F11c1ljj82l?entry=ttu&g_ep=EgoyMDI0MTAxNi4wIKXMDSoASAFQAw%3D%3D",,2024/10/Zep-Unplugged-Logo.jpg
Oakmont Country Club - Solo Acoustic,"Live Music Friday Night Out at Oakmont, enjoy some background music early on, then it gets a little crazier later in the night - great times, great people!
Awesome food, service, and fun people - come join us!",1,2025-10-03 18:00:13,publish,"Corinth, TX",Oakmont Country Club,"https://www.google.com/maps/place/Oakmont+Country+Club/@33.1512057,-97.090905,17z/data=!3m1!4b1!4m5!3m4!1s0x864c334dbd2dd387:0x85ae78bb3b829717!8m2!3d33.1512057!4d-97.0887163",,2021/06/markmoss_logo.png
Hub 121 - Double Vision,"We'll be paying tribute to the music of Foreigner at the Hub 121 in McKinney

Come enjoy a night of great music outdoors on a Texas fall night!",1,2025-09-26 20:00:18,publish,"McKinney, TX",Hub 121,"https://www.google.com/maps/place/HUB+121/@33.1353893,-96.712652,17z/data=!3m1!4b1!4m6!3m5!1s0x864c172f674f7bb3:0x7b71de0adcfea8f6!8m2!3d33.1353848!4d-96.7100717!16s%2Fg%2F11rr8fcx6_",,2022/05/Logo.jpg
The Revel - Double Vision,"Bringing the biggest hits of Foreigner to the stage at the Revel in Frisco!

We'll be performing with my other band, DBX - hits from Boston as a bonus!

Tickets available at Eventbrite.com

Doors open at 8, show at 9pm",1,2025-09-13 21:00:25,publish,"Frisco, TX",The Revel,"https://www.google.com/maps/place/The+Revel+Patio+Grill/@33.1552065,-96.806599,17z/data=!3m2!4b1!5s0x864c3c25a2d33eb5:0x35e2b6672b26665f!4m5!3m4!1s0x864c3c25a2d53125:0xd1867e19c548a1cf!8m2!3d33.1552065!4d-96.8044103",,2022/05/Logo.jpg
The Revel - DBX,"Get ready for some awesome classic rock at the Revel

DBX - our tribute to the music of Boston

We'll be performing with Double Vision and both bands playing songs you'll know by heart, get out and sing along!

Doors typically open at 8pm, show at 9pm",1,2025-09-13 19:00:05,publish,"Frisco, TX",The Revel,"https://www.google.com/maps/place/The+Revel+Patio+Grill/@33.1552065,-96.806599,17z/data=!3m2!4b1!5s0x864c3c25a2d33eb5:0x35e2b6672b26665f!4m5!3m4!1s0x864c3c25a2d53125:0xd1867e19c548a1cf!8m2!3d33.1552065!4d-96.8044103",,2023/10/Hub121-Post-Gig.jpeg
Barnhill Vineyards - Dark Desert Highway,"We are honored to play a wonderful outdoor event in Anna, TX. Bringing you a night of the Eagles with a special group of musicians putting this together

Come catch us at the Barnhill Vineyards for “<strong> BEAUTIFUL SUNSETS… FANTASTIC LIVE MUSIC… &amp; WIDE OPEN SKIES</strong>”

Click on their website for more information, it’s a bring your own seating event complete with more than just live music for entertainment.

Wine, food, games and more! Tickets start at $19, available on their site.",1,2025-08-22 19:30:28,publish,"Anna, TX",Barnhill Vineyards,"https://www.google.com/maps/place/BarnHill+Vineyard/@33.3445797,-96.4790958,17z/data=!3m1!4b1!4m5!3m4!1s0x864c74169868c33d:0x5a23810c11e3df8!8m2!3d33.3446118!4d-96.4769174",https://www.eventbrite.com/o/barnhill-vineyards-16682771628,2025/07/DDH.jpeg
Main Street Crossing - DBX,"We will be bringing the our tribute to the music of Boston to the Houston area again, come join us for a great evening of music!

Our last shows here sold out, we look forward to bringing the music again - what a great venue and appreciative crowd!

Doors open at 6, show at 8, ticket link above, just click the red box.",1,2025-08-16 20:00:06,publish,"Tomball, TX",Main Street Crossing,"https://www.google.com/maps/place/Main+Street+Crossing/@30.0976561,-95.616952,17z/data=!3m1!4b1!4m6!3m5!1s0x86472c45579514c1:0x75bb3f899b288766!8m2!3d30.0976561!4d-95.6143771!16s%2Fm%2F012krfbx?entry=ttu",https://mainstreetcrossing.com/artist-page-dallas-boston-experience/?utm_source=&utm_medium=artist_marketing&utm_campaign=dallas_boston_experience_november_2024&utm_content=&utm_term=&fbclid=IwY2xjawF8_olleHRuA2FlbQIxMAABHTeM_24mjzO-Phw3rRVLGAzVsKoHqLjRaNq7ULBifYAAAOPFvkxP2Nx20g_aem_5vGJgOKanDSzWolbR451zw,2022/12/DBX-Logo.jpg
Texas Live! - Green Dazed,"Come celebrate the music of Green Day live at Texas Live - a vibrant outdoor entertainment venue.

Our first time gracing the stage here, come show them how we rock!",1,2025-08-15 20:00:42,publish,"Arlington, TX",Texas Live!,"https://www.google.com/maps/place/Texas+Live!/@32.7493635,-97.0875356,16z/data=!3m1!4b1!4m6!3m5!1s0x864e877a2d1876bb:0xdf6108236f38bb9!8m2!3d32.749359!4d-97.0849553!16s%2Fg%2F11gdwyn5xv?entry=ttu&g_ep=EgoyMDI1MDIwMi4wIKXMDSoASAFQAw%3D%3D",,2023/01/Brad-Logo-G.png
"The Ritz - Double Vision, DBX","A rare pairing of two of my bands, the hits of Boston and Foreigner in one epic event!

Oklahoma, here we come!",1,2025-08-09 20:00:00,publish,"Shawnee, OK",The Ritz,"https://www.google.com/maps/place/Ritz/@35.3275032,-96.9266242,1215m/data=!3m2!1e3!4b1!4m6!3m5!1s0x87b3b7811bab0895:0x8d40955e3d2deeeb!8m2!3d35.3275032!4d-96.9240493!16s%2Fg%2F11ddwtg8ng?entry=ttu&g_ep=EgoyMDI1MDMwNC4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,2023/11/9Y4B4657.jpg
State 28 - Solo Acoustic,"<em><strong>You asked, ""When are you doing a solo acoustic show we all can go to?!?""</strong></em>

<em><strong>Here  you go! Great venue for solo acts, so come out and show some love, sing along, rock out, dance, be merry with me.</strong></em>",1,2025-08-02 19:00:37,publish,"Lewisville, TX",State 28,"https://www.google.com/maps/place/State+28+Kitchen+%26+Cocktails/@33.0465769,-96.9983579,17z/data=!3m1!4b1!4m6!3m5!1s0x864c2f311e13cc87:0x98ce95a10cf89f1a!8m2!3d33.0465724!4d-96.9957776!16s%2Fg%2F11vsyxwvml?entry=ttu",,2023/11/9Y4B4777.jpg
Oakmont Country Club - Solo Acoustic,"Live Music Friday Night Out at Oakmont, enjoy some background music early on, then it gets a little crazier later in the night - great times, great people!
Awesome food, service, and fun people - come join us!",1,2025-08-01 18:00:23,publish,"Corinth, TX",Oakmont Country Club,"https://www.google.com/maps/place/Oakmont+Country+Club/@33.1512057,-97.090905,17z/data=!3m1!4b1!4m5!3m4!1s0x864c334dbd2dd387:0x85ae78bb3b829717!8m2!3d33.1512057!4d-97.0887163",,2021/06/markmoss_logo.png
Whiskey and Smoke - DBX,"We'll be bringing the best hits from Boston to a new venue (for us), come out and show them some love!",1,2025-07-26 19:00:12,publish,"Flower Mound, TX",Whiskey & Smoke,"https://www.google.com/maps/place/Whiskey+%26+Smoke/@33.042537,-97.0676972,1279m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864c2df1e3c349b1:0x5b97d20fb22b5b81!8m2!3d33.0425325!4d-97.0651169!16s%2Fg%2F11v19wnckq?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,2025/05/whiskeynsmoke.jpg
Fat Daddy's - Double Vision,"Back in Mansfield, TX for all of Foreigner's greatest hits and a few surprises.

Great venue, great food, great staff - come hang with us!",1,2025-07-18 20:00:48,publish,"Mansfield, TX",Fat Daddy's,"https://www.google.com/maps/place/Fat+Daddy's+Sports+%26+Spirits+Cafe/@32.591192,-97.1572719,2509m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864e6168565c66f3:0xb184bd1bbed85c01!8m2!3d32.591192!4d-97.154697!16s%2Fg%2F1ttyx45f?entry=ttu&g_ep=EgoyMDI1MDEwOC4wIKXMDSoASAFQAw%3D%3D",,2024/03/DV-Robson-022424.jpeg
Barnhill Vineyards - Dark Desert Highway,"We are honored to play a wonderful outdoor event in Anna, TX. Bringing you a night of the Eagles with a special group of musicians putting this together

Come catch us at the Barnhill Vineyards for “<strong> BEAUTIFUL SUNSETS… FANTASTIC LIVE MUSIC… &amp; WIDE OPEN SKIES</strong>”

Click on their website for more information, it’s a bring your own seating event complete with more than just live music for entertainment.

Wine, food, games and more! Tickets start at $19, available on their site.",1,2025-07-12 19:30:36,publish,"Anna, TX",Barnhill Vineyards,"https://www.google.com/maps/place/BarnHill+Vineyard/@33.3445797,-96.4790958,17z/data=!3m1!4b1!4m5!3m4!1s0x864c74169868c33d:0x5a23810c11e3df8!8m2!3d33.3446118!4d-96.4769174",https://www.eventbrite.com/o/barnhill-vineyards-16682771628,2025/07/DDH.jpeg
Hub 121 - Dallas Boston Xperience,"We'll be paying tribute to the music of Boston at the Hub 121 in McKinney

Come enjoy a night of great music outdoors on a Texas summer night!",1,2025-07-11 20:00:00,publish,"McKinney, TX",Hub 121,"https://www.google.com/maps/place/HUB+121/@33.1353893,-96.712652,17z/data=!3m1!4b1!4m6!3m5!1s0x864c172f674f7bb3:0x7b71de0adcfea8f6!8m2!3d33.1353848!4d-96.7100717!16s%2Fg%2F11rr8fcx6_",,2022/12/DBX-Logo.jpg
Palace Theater - Dallas Boston Xperience,"Come hear your favorite Boston songs - songs the band never even played live!

A 2-show experience with a matinee and an evening show.

Come revitalize the Boston catalog with us and sing along!",1,2025-06-28 14:00:49,publish,"Grapevine, TX",Grapevine Palace,"https://www.google.com/maps/place/Lancaster+Theatre/@32.9349683,-97.0826522,2932m/data=!3m1!1e3!4m10!1m2!2m1!1sgrapveine+palace!3m6!1s0x864c2b3bb8dfd4c1:0x658134fe29d6baae!8m2!3d32.9388332!4d-97.0785449!15sChBncmFwZXZpbmUgcGFsYWNlWhIiEGdyYXBldmluZSBwYWxhY2WSARdwZXJmb3JtaW5nX2FydHNfdGhlYXRlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOcWRYQjJYekZSUlJBQuABAA!16s%2Fg%2F11t4kfd4_k?entry=ttu&g_ep=EgoyMDI0MDgyOC4wIKXMDSoASAFQAw%3D%3D",,2024/09/Palace-Theater-Graphic.jpg
The Lakehaus - Green Dazed,"A night of fun music with our friends ""All the Small Things"" a Blink 182 tribute and our Green Day tribute.

This will be a rockin' night!!!",1,2025-06-27 19:00:50,publish,"Denton, TX",The Lakehaus,"https://www.google.com/maps/place/The+Dive+Bar+%26+Restaurant/@33.171279,-97.10143,2554m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864dcb4465464c1b:0xb49f6bb87f005794!8m2!3d33.1712746!4d-97.0965537!16s%2Fg%2F11fkq0pf_1?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,2023/01/Brad-Logo-G.png
The Revel - Double Vision,"Catch all of Foreigner's greatest hits at one of the best live venues in DFW!

Sing along, dance, hang out with us and have some fun!",1,2025-06-21 21:00:17,publish,"Frisco, TX",The Revel,"https://www.google.com/maps/place/The+Revel+Patio+Grill/@33.1552065,-96.8069852,2493m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864c3c25a2d53125:0xd1867e19c548a1cf!8m2!3d33.1552065!4d-96.8044103!16s%2Fg%2F11f29_bp1p?entry=ttu&g_ep=EgoyMDI1MDEwOC4wIKXMDSoASAFQAw%3D%3D",,2024/03/DV-Robson-022424.jpeg
State 28 - Solo Acoustic,"<em><strong>You asked, ""When are you doing a solo acoustic show we all can go to?!?""</strong></em>

<em><strong>Here  you go! Great venue for solo acts, so come out and show some love, sing along, rock out, dance, be merry with me.</strong></em>",1,2025-06-20 19:00:00,publish,"Lewisville, TX",State 28,"https://www.google.com/maps/place/State+28+Kitchen+%26+Cocktails/@33.0465769,-96.9983579,17z/data=!3m1!4b1!4m6!3m5!1s0x864c2f311e13cc87:0x98ce95a10cf89f1a!8m2!3d33.0465724!4d-96.9957776!16s%2Fg%2F11vsyxwvml?entry=ttu",,2023/11/9Y4B4777.jpg
Hurricane Alley - Green Dazed,"Heyyyy-O we're on the road!

Heading to Shreveport area to Bossier City. Great venue with a huge stage and multiple bars, restaurants all sharing the courtyard.

Check out pictures here: <a href=""http://www.hurricanealleylive.com"">www.hurricanealleylive.com</a>

Since Green Day pairs so well with iconic 90s Weezer, we'll be splitting the night with the Troublemakers out of DFW - get yer 90s on!

Get ready for a night of rocking 90s music Louisiana!!!",1,2025-06-14 19:00:07,publish,"Bossier City, LA",Hurricane Alley Live,"https://www.google.com/maps/place/Hurricane+Alley+Live/@32.5165436,-93.7366648,17z/data=!3m1!4b1!4m6!3m5!1s0x8631334d24fe02c3:0x64104331dd2c1a97!8m2!3d32.5165391!4d-93.7340899!16s%2Fg%2F11s56_3wcc?entry=ttu",,2023/01/Brad-Logo-G.png
Lava Cantina - Green Dazed,"We're back on the big stage at Lava. This time we'll be playing with the Fool Fighters (tribute to Foo Fighters) and Chris Cornell Experience (Soundgarden, Chris solo).

It's going to be an epic night from an era from the 90s to present, get ready!",1,2025-06-13 19:00:24,publish,The Colony,Lava Cantina,"https://www.google.com/maps/place/Lava+Cantina+The+Colony/@33.0779445,-96.8624856,2557m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864c3b36ab92a81d:0x91407cd0e1926766!8m2!3d33.07794!4d-96.8599053!16s%2Fg%2F11dxnsnswn?entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,2023/01/Brad-Logo-G.png
Private Party - Solo Acoustic,"Available for private parties as well, heading to North Carolina for this one - here we go!",1,2025-06-07 17:00:23,publish,,,,,2023/11/9Y4B4777.jpg
Granbury Live - Double Vision,"An evening with Double Vision at the historic Granbury Theater downtown Granbury, TX.

Come witness the awesome music of Foreigner for a night with us!",1,2025-05-31 19:00:17,publish,"Granbury, TX",Grandbury Live,"https://www.google.com/maps/place/110+N+Crockett+St,+Granbury,+TX+76048/@32.4425215,-97.7888453,17z/data=!3m1!4b1!4m6!3m5!1s0x8651df87e96932e5:0x5bdcb8a5f6cca081!8m2!3d32.442517!4d-97.786265!16s%2Fg%2F11csctr3qn?entry=ttu",,2022/05/Logo.jpg
The Revel - DBX,"Catch all of Boston's greatest hits at one of the best live venues in DFW!

Sing along, dance, hang out with us and have some fun!",1,2025-05-24 20:00:38,publish,"Frisco, TX",The Revel,"https://www.google.com/maps/place/The+Revel+Patio+Grill/@33.1552065,-96.8069852,2493m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864c3c25a2d53125:0xd1867e19c548a1cf!8m2!3d33.1552065!4d-96.8044103!16s%2Fg%2F11f29_bp1p?entry=ttu&g_ep=EgoyMDI1MDEwOC4wIKXMDSoASAFQAw%3D%3D",,2022/12/DBX-Logo.jpg
Lava Cantina - Bombshell,"It's going to be epic, this show has been in the works for quite some time and wow is it ever a show.

Full wardrobe performances, you'll think you're watching the actual bands being portrayed.

Come see some of the best rock talent in Texas!",1,2025-05-24 19:00:00,publish,The Colony,Lava Cantina,"https://www.google.com/maps/place/Lava+Cantina+The+Colony/@33.0779445,-96.8624856,2557m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864c3b36ab92a81d:0x91407cd0e1926766!8m2!3d33.07794!4d-96.8599053!16s%2Fg%2F11dxnsnswn?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,2025/05/Bombshell-Logo.jpg
Barnhill Vineyards - DBX,"We are honored to play a wonderful outdoor event in Anna, TX.

Come catch us at the Barnhill Vineyards for “<strong> BEAUTIFUL SUNSETS… FANTASTIC LIVE MUSIC… &amp; WIDE OPEN SKIES</strong>”

Click on their website for more information, it’s a bring your own seating event complete with more than just live music for entertainment.

Wine, food, games and more! Tickets start at $19, available on their site.",1,2025-05-16 19:30:56,publish,"Anna, TX",Barnhill Vineyards,"https://www.google.com/maps/place/BarnHill+Vineyard/@33.3445797,-96.4790958,17z/data=!3m1!4b1!4m5!3m4!1s0x864c74169868c33d:0x5a23810c11e3df8!8m2!3d33.3446118!4d-96.4769174",https://www.eventbrite.com/o/barnhill-vineyards-16682771628,2022/12/DBX-Logo.jpg
Granbury Live - Dallas Boston Xperience,"An evening with Dallas Boston Xperience at the historic New Granbury Live downtown Granbury, TX.

Come witness the awesome music of Boston for a night with us!

See more events at the New Granbury here: https://thenewgranburylive.com/shows/",1,2025-05-10 19:00:23,publish,"Granbury, TX",New Granbury Live,"https://www.google.com/maps/place/110+N+Crockett+St,+Granbury,+TX+76048/@32.4425215,-97.7888453,17z/data=!3m1!4b1!4m6!3m5!1s0x8651df87e96932e5:0x5bdcb8a5f6cca081!8m2!3d32.442517!4d-97.786265!16s%2Fg%2F11csctr3qn?entry=ttu",,2022/12/DBX-Logo.jpg
Hub 121 - Double Vision,"We'll be paying tribute to the music of Foreigner at the Hub 121 in McKinney

Come enjoy a night of great music outdoors on a Texas spring night!",1,2025-05-09 20:00:37,publish,"McKinney, TX",Hub 121,"https://www.google.com/maps/place/HUB+121/@33.1353893,-96.712652,17z/data=!3m1!4b1!4m6!3m5!1s0x864c172f674f7bb3:0x7b71de0adcfea8f6!8m2!3d33.1353848!4d-96.7100717!16s%2Fg%2F11rr8fcx6_",,2022/05/Logo.jpg
Old Vine Texas - Solo Acoustic,"<h1><em><strong>What's more romantic than some wine and charcuterie?</strong> </em></h1><p>Come checkout some great Texas wines and some music too in Mansfield. New place that recently opened ""Old Vine Texas"" featuring Texas wines. For all of you saying you wanted to catch a solo acoustic show! And it's early enough to start the romantic weekend right...</p>",1,2025-05-03 18:00:48,publish,"Mansfield, TX",Old Vine Texas,"https://www.google.com/maps/place/Old+Vine+Texas/@32.5636159,-97.1409183,17z/data=!3m1!4b1!4m6!3m5!1s0x864e61525a69b1b5:0xe176d02618192de5!8m2!3d32.5636114!4d-97.138338!16s%2Fg%2F11vyr77hv3?entry=ttu",,2023/11/9Y4B4672.jpg
Oakmont Country Club - Solo Acoustic,"Live Music Friday Night Out at Oakmont, enjoy some background music early on, then it gets a little crazier later in the night - great times, great people!
Awesome food, service, and fun people - come join us!",1,2025-05-02 18:00:44,publish,"Corinth, TX",Oakmont Country Club,"https://www.google.com/maps/place/Oakmont+Country+Club/@33.1512057,-97.090905,17z/data=!3m1!4b1!4m5!3m4!1s0x864c334dbd2dd387:0x85ae78bb3b829717!8m2!3d33.1512057!4d-97.0887163",,2021/06/markmoss_logo.png
State 28 - Solo Acoustic,"<em><strong>You asked, ""When are you doing a solo acoustic show we all can go to?!?""</strong></em>

<em><strong>Here  you go! Great venue for solo acts, so come out and show some love, sing along, rock out, dance, be merry with me.</strong></em>",1,2025-04-26 19:00:59,publish,"Lewisville, TX",State 28,"https://www.google.com/maps/place/State+28+Kitchen+%26+Cocktails/@33.0465769,-96.9983579,17z/data=!3m1!4b1!4m6!3m5!1s0x864c2f311e13cc87:0x98ce95a10cf89f1a!8m2!3d33.0465724!4d-96.9957776!16s%2Fg%2F11vsyxwvml?entry=ttu",,2023/11/9Y4B4777.jpg
Robson Ranch - DBX,"The most rocking community in Denton on a Thursday night, a special night for DBX.

All of Boston's hits and a few surprises, get ready to sing and dance!",1,2025-04-24 19:00:24,publish,"Denton, TX",Robson Ranch,"https://www.google.com/maps/place/Robson+Ranch+Clubhouse/@33.1386184,-97.2473563,1247m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864dc8cac8a1c3e5:0x42d355423b423e28!8m2!3d33.1386184!4d-97.2447814!16s%2Fg%2F119w_h3mq?entry=ttu&g_ep=EgoyMDI1MDEwOC4wIKXMDSoASAFQAw%3D%3D",,2022/12/DBX-Logo.jpg
Wichita Falls Brewing - Double Vision,"We will be bringing Foreigner's greatest hits to Wichita Falls this April, please plan on joining us for a night of great music!",1,2025-04-19 20:00:13,publish,"Wichita Falls, TX",Wichita Falls Brewing,"https://www.google.com/maps/place/Wichita+Falls+Brewing+Company/@33.9135519,-98.4939172,2471m/data=!3m2!1e3!4b1!4m6!3m5!1s0x86532084f3a6f71b:0x1730bc11480ee404!8m2!3d33.9135519!4d-98.4913423!16s%2Fg%2F11f0l0gwy5?entry=ttu&g_ep=EgoyMDI1MDMwNC4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",,2022/05/Logo.jpg
Private Party - Solo Acoustic,"Looking forward to performing for some new people at a private party here in the DFW area.
As always, contact me through my website for doing private events, or on my Facebook page. If I'm available I will gladly be there!",1,2025-04-05 18:00:40,publish,,,,,2023/11/9Y4B4672.jpg
Oakmont Country Club - Solo Acoustic,"Live Music Friday Night Out at Oakmont, enjoy some background music early on, then it gets a little crazier later in the night - great times, great people!
Awesome food (steak night), service, and fun people - come join us!",1,2025-04-04 18:00:47,publish,"Corinth, TX",Oakmont Country Club,"https://www.google.com/maps/place/Oakmont+Country+Club/@33.1512057,-97.090905,17z/data=!3m1!4b1!4m5!3m4!1s0x864c334dbd2dd387:0x85ae78bb3b829717!8m2!3d33.1512057!4d-97.0887163",,2021/06/markmoss_logo.png
Palace Theater - Zep Unplugged,"Come hear your favorite Zeppelin songs - songs the band never even played live!

An evening show.

Everything done on acoustic instruments for an intimate show up close and fun.",1,2025-03-29 19:30:45,publish,"Grapevine, TX",Grapevine Palace,"https://www.google.com/maps/place/Lancaster+Theatre/@32.9349683,-97.0826522,2932m/data=!3m1!1e3!4m10!1m2!2m1!1sgrapveine+palace!3m6!1s0x864c2b3bb8dfd4c1:0x658134fe29d6baae!8m2!3d32.9388332!4d-97.0785449!15sChBncmFwZXZpbmUgcGFsYWNlWhIiEGdyYXBldmluZSBwYWxhY2WSARdwZXJmb3JtaW5nX2FydHNfdGhlYXRlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOcWRYQjJYekZSUlJBQuABAA!16s%2Fg%2F11t4kfd4_k?entry=ttu&g_ep=EgoyMDI0MDgyOC4wIKXMDSoASAFQAw%3D%3D",,2024/09/Palace-Theater-Graphic.jpg
Fat Daddy's - Double Vision,"Back in Mansfield, TX for all of Foreigner's greatest hits and a few surprises.

Great venue, great food, great staff - come hang with us!",1,2025-03-28 19:00:53,publish,"Mansfield, TX",Fat Daddy's,"https://www.google.com/maps/place/Fat+Daddy's+Sports+%26+Spirits+Cafe/@32.591192,-97.1572719,2509m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864e6168565c66f3:0xb184bd1bbed85c01!8m2!3d32.591192!4d-97.154697!16s%2Fg%2F1ttyx45f?entry=ttu&g_ep=EgoyMDI1MDEwOC4wIKXMDSoASAFQAw%3D%3D",,2024/03/DV-Robson-022424.jpeg
Oakmont Country Club - Solo Acoustic,"Live Music Friday Night Out at Oakmont, enjoy some background music early on, then it gets a little crazier later in the night - great times, great people!
Awesome food (steak night), service, and fun people - come join us!",1,2025-03-21 18:00:57,publish,"Corinth, TX",Oakmont Country Club,"https://www.google.com/maps/place/Oakmont+Country+Club/@33.1512057,-97.090905,17z/data=!3m1!4b1!4m5!3m4!1s0x864c334dbd2dd387:0x85ae78bb3b829717!8m2!3d33.1512057!4d-97.0887163",,2021/06/markmoss_logo.png
State 28 - Solo Acoustic,"<em><strong>You asked, ""When are you doing a solo acoustic show we all can go to?!?""</strong></em>

<em><strong>Here  you go! Great venue for solo acts, so come out and show some love, sing along, rock out, dance, be merry with me.</strong></em>",1,2025-03-15 19:00:02,publish,"Lewisville, TX",State 28,"https://www.google.com/maps/place/State+28+Kitchen+%26+Cocktails/@33.0465769,-96.9983579,17z/data=!3m1!4b1!4m6!3m5!1s0x864c2f311e13cc87:0x98ce95a10cf89f1a!8m2!3d33.0465724!4d-96.9957776!16s%2Fg%2F11vsyxwvml?entry=ttu",,2023/11/9Y4B4777.jpg
